[№],any_data,correct_first_symbol,correct_symbols,no_double_dot,no_eight_symbols_without_letter,correct_last_symbol,correct_amount_symbols,result,[blocked],[reason]
502,True,False,False,False,False,False,True,Недопустимый последний символ,True,"Если первый символ некорректный, то ошибка первого символа, дальше не проверяем

"
503,True,False,False,False,False,False,True,Недопустимое количество символов,True,"Если первый символ некорректный, то ошибка первого символа, дальше не проверяем

"
504,True,False,False,False,False,False,False,Успех,True,"Если все проверки успешны, то всегда успех. Если не все, то всегда ошибка

"
505,True,False,False,False,False,False,False,Нет данных,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
506,True,False,False,False,False,False,False,Недопустимый первый символ,True,"Если есть некорректные символы, то ошибка некорректных символов, дальше не проверяем

"
507,True,False,False,False,False,False,False,Недопустимые символы,True,"Если первый символ некорректный, то ошибка первого символа, дальше не проверяем

"
508,True,False,False,False,False,False,False,Есть 2 точки подряд,True,"Если первый символ некорректный, то ошибка первого символа, дальше не проверяем

"
509,True,False,False,False,False,False,False,8+ допустимых символов без букв,True,"Если первый символ некорректный, то ошибка первого символа, дальше не проверяем

"
510,True,False,False,False,False,False,False,Недопустимый последний символ,True,"Если первый символ некорректный, то ошибка первого символа, дальше не проверяем

"
511,True,False,False,False,False,False,False,Недопустимое количество символов,True,"Если первый символ некорректный, то ошибка первого символа, дальше не проверяем

"
512,False,True,True,True,True,True,True,Успех,True,"Если все проверки успешны, то всегда успех. Если не все, то всегда ошибка

"
513,False,True,True,True,True,True,True,Нет данных,False,
514,False,True,True,True,True,True,True,Недопустимый первый символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
515,False,True,True,True,True,True,True,Недопустимые символы,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
516,False,True,True,True,True,True,True,Есть 2 точки подряд,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
517,False,True,True,True,True,True,True,8+ допустимых символов без букв,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
518,False,True,True,True,True,True,True,Недопустимый последний символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
519,False,True,True,True,True,True,True,Недопустимое количество символов,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
520,False,True,True,True,True,True,False,Успех,True,"Если все проверки успешны, то всегда успех. Если не все, то всегда ошибка

"
521,False,True,True,True,True,True,False,Нет данных,True,"Если недопустимое количество символов, то ошибка количества символов

"
522,False,True,True,True,True,True,False,Недопустимый первый символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
523,False,True,True,True,True,True,False,Недопустимые символы,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
524,False,True,True,True,True,True,False,Есть 2 точки подряд,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
525,False,True,True,True,True,True,False,8+ допустимых символов без букв,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
526,False,True,True,True,True,True,False,Недопустимый последний символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
527,False,True,True,True,True,True,False,Недопустимое количество символов,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
528,False,True,True,True,True,False,True,Успех,True,"Если все проверки успешны, то всегда успех. Если не все, то всегда ошибка

"
529,False,True,True,True,True,False,True,Нет данных,True,"Если последний символ некорректный, то ошибка последнего символа, дальше не проверяем

"
530,False,True,True,True,True,False,True,Недопустимый первый символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
531,False,True,True,True,True,False,True,Недопустимые символы,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
532,False,True,True,True,True,False,True,Есть 2 точки подряд,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
533,False,True,True,True,True,False,True,8+ допустимых символов без букв,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
534,False,True,True,True,True,False,True,Недопустимый последний символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
535,False,True,True,True,True,False,True,Недопустимое количество символов,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
536,False,True,True,True,True,False,False,Успех,True,"Если все проверки успешны, то всегда успех. Если не все, то всегда ошибка

"
537,False,True,True,True,True,False,False,Нет данных,True,"Если последний символ некорректный, то ошибка последнего символа, дальше не проверяем

"
538,False,True,True,True,True,False,False,Недопустимый первый символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
539,False,True,True,True,True,False,False,Недопустимые символы,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
540,False,True,True,True,True,False,False,Есть 2 точки подряд,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
541,False,True,True,True,True,False,False,8+ допустимых символов без букв,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
542,False,True,True,True,True,False,False,Недопустимый последний символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
543,False,True,True,True,True,False,False,Недопустимое количество символов,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
544,False,True,True,True,False,True,True,Успех,True,"Если все проверки успешны, то всегда успех. Если не все, то всегда ошибка

"
545,False,True,True,True,False,True,True,Нет данных,True,"Если 8+ символов без букв, то ошибка 8+ символов без букв, дальше не проверяем

"
546,False,True,True,True,False,True,True,Недопустимый первый символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
547,False,True,True,True,False,True,True,Недопустимые символы,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
548,False,True,True,True,False,True,True,Есть 2 точки подряд,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
549,False,True,True,True,False,True,True,8+ допустимых символов без букв,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
550,False,True,True,True,False,True,True,Недопустимый последний символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
551,False,True,True,True,False,True,True,Недопустимое количество символов,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
552,False,True,True,True,False,True,False,Успех,True,"Если все проверки успешны, то всегда успех. Если не все, то всегда ошибка

"
553,False,True,True,True,False,True,False,Нет данных,True,"Если 8+ символов без букв, то ошибка 8+ символов без букв, дальше не проверяем

"
554,False,True,True,True,False,True,False,Недопустимый первый символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
555,False,True,True,True,False,True,False,Недопустимые символы,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
556,False,True,True,True,False,True,False,Есть 2 точки подряд,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
557,False,True,True,True,False,True,False,8+ допустимых символов без букв,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
558,False,True,True,True,False,True,False,Недопустимый последний символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
559,False,True,True,True,False,True,False,Недопустимое количество символов,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
560,False,True,True,True,False,False,True,Успех,True,"Если все проверки успешны, то всегда успех. Если не все, то всегда ошибка

"
561,False,True,True,True,False,False,True,Нет данных,True,"Если 8+ символов без букв, то ошибка 8+ символов без букв, дальше не проверяем

"
562,False,True,True,True,False,False,True,Недопустимый первый символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
563,False,True,True,True,False,False,True,Недопустимые символы,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
564,False,True,True,True,False,False,True,Есть 2 точки подряд,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
565,False,True,True,True,False,False,True,8+ допустимых символов без букв,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
566,False,True,True,True,False,False,True,Недопустимый последний символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
567,False,True,True,True,False,False,True,Недопустимое количество символов,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
568,False,True,True,True,False,False,False,Успех,True,"Если все проверки успешны, то всегда успех. Если не все, то всегда ошибка

"
569,False,True,True,True,False,False,False,Нет данных,True,"Если 8+ символов без букв, то ошибка 8+ символов без букв, дальше не проверяем

"
570,False,True,True,True,False,False,False,Недопустимый первый символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
571,False,True,True,True,False,False,False,Недопустимые символы,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
572,False,True,True,True,False,False,False,Есть 2 точки подряд,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
573,False,True,True,True,False,False,False,8+ допустимых символов без букв,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
574,False,True,True,True,False,False,False,Недопустимый последний символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
575,False,True,True,True,False,False,False,Недопустимое количество символов,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
576,False,True,True,False,True,True,True,Успех,True,"Если все проверки успешны, то всегда успех. Если не все, то всегда ошибка

"
577,False,True,True,False,True,True,True,Нет данных,True,"Если есть точки подряд, то ошибка точек подряд, дальше не проверяем

"
578,False,True,True,False,True,True,True,Недопустимый первый символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
579,False,True,True,False,True,True,True,Недопустимые символы,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
580,False,True,True,False,True,True,True,Есть 2 точки подряд,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
581,False,True,True,False,True,True,True,8+ допустимых символов без букв,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
582,False,True,True,False,True,True,True,Недопустимый последний символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
583,False,True,True,False,True,True,True,Недопустимое количество символов,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
584,False,True,True,False,True,True,False,Успех,True,"Если все проверки успешны, то всегда успех. Если не все, то всегда ошибка

"
585,False,True,True,False,True,True,False,Нет данных,True,"Если есть точки подряд, то ошибка точек подряд, дальше не проверяем

"
586,False,True,True,False,True,True,False,Недопустимый первый символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
587,False,True,True,False,True,True,False,Недопустимые символы,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
588,False,True,True,False,True,True,False,Есть 2 точки подряд,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
589,False,True,True,False,True,True,False,8+ допустимых символов без букв,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
590,False,True,True,False,True,True,False,Недопустимый последний символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
591,False,True,True,False,True,True,False,Недопустимое количество символов,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
592,False,True,True,False,True,False,True,Успех,True,"Если все проверки успешны, то всегда успех. Если не все, то всегда ошибка

"
593,False,True,True,False,True,False,True,Нет данных,True,"Если есть точки подряд, то ошибка точек подряд, дальше не проверяем

"
594,False,True,True,False,True,False,True,Недопустимый первый символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
595,False,True,True,False,True,False,True,Недопустимые символы,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
596,False,True,True,False,True,False,True,Есть 2 точки подряд,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
597,False,True,True,False,True,False,True,8+ допустимых символов без букв,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
598,False,True,True,False,True,False,True,Недопустимый последний символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
599,False,True,True,False,True,False,True,Недопустимое количество символов,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
600,False,True,True,False,True,False,False,Успех,True,"Если все проверки успешны, то всегда успех. Если не все, то всегда ошибка

"
601,False,True,True,False,True,False,False,Нет данных,True,"Если есть точки подряд, то ошибка точек подряд, дальше не проверяем

"
602,False,True,True,False,True,False,False,Недопустимый первый символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
603,False,True,True,False,True,False,False,Недопустимые символы,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
604,False,True,True,False,True,False,False,Есть 2 точки подряд,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
605,False,True,True,False,True,False,False,8+ допустимых символов без букв,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
606,False,True,True,False,True,False,False,Недопустимый последний символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
607,False,True,True,False,True,False,False,Недопустимое количество символов,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
608,False,True,True,False,False,True,True,Успех,True,"Если все проверки успешны, то всегда успех. Если не все, то всегда ошибка

"
609,False,True,True,False,False,True,True,Нет данных,True,"Если есть точки подряд, то ошибка точек подряд, дальше не проверяем

"
610,False,True,True,False,False,True,True,Недопустимый первый символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
611,False,True,True,False,False,True,True,Недопустимые символы,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
612,False,True,True,False,False,True,True,Есть 2 точки подряд,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
613,False,True,True,False,False,True,True,8+ допустимых символов без букв,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
614,False,True,True,False,False,True,True,Недопустимый последний символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
615,False,True,True,False,False,True,True,Недопустимое количество символов,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
616,False,True,True,False,False,True,False,Успех,True,"Если все проверки успешны, то всегда успех. Если не все, то всегда ошибка

"
617,False,True,True,False,False,True,False,Нет данных,True,"Если есть точки подряд, то ошибка точек подряд, дальше не проверяем

"
618,False,True,True,False,False,True,False,Недопустимый первый символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
619,False,True,True,False,False,True,False,Недопустимые символы,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
620,False,True,True,False,False,True,False,Есть 2 точки подряд,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
621,False,True,True,False,False,True,False,8+ допустимых символов без букв,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
622,False,True,True,False,False,True,False,Недопустимый последний символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
623,False,True,True,False,False,True,False,Недопустимое количество символов,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
624,False,True,True,False,False,False,True,Успех,True,"Если все проверки успешны, то всегда успех. Если не все, то всегда ошибка

"
625,False,True,True,False,False,False,True,Нет данных,True,"Если есть точки подряд, то ошибка точек подряд, дальше не проверяем

"
626,False,True,True,False,False,False,True,Недопустимый первый символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
627,False,True,True,False,False,False,True,Недопустимые символы,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
628,False,True,True,False,False,False,True,Есть 2 точки подряд,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
629,False,True,True,False,False,False,True,8+ допустимых символов без букв,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
630,False,True,True,False,False,False,True,Недопустимый последний символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
631,False,True,True,False,False,False,True,Недопустимое количество символов,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
632,False,True,True,False,False,False,False,Успех,True,"Если все проверки успешны, то всегда успех. Если не все, то всегда ошибка

"
633,False,True,True,False,False,False,False,Нет данных,True,"Если есть точки подряд, то ошибка точек подряд, дальше не проверяем

"
634,False,True,True,False,False,False,False,Недопустимый первый символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
635,False,True,True,False,False,False,False,Недопустимые символы,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
636,False,True,True,False,False,False,False,Есть 2 точки подряд,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
637,False,True,True,False,False,False,False,8+ допустимых символов без букв,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
638,False,True,True,False,False,False,False,Недопустимый последний символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
639,False,True,True,False,False,False,False,Недопустимое количество символов,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
640,False,True,False,True,True,True,True,Успех,True,"Если все проверки успешны, то всегда успех. Если не все, то всегда ошибка

"
641,False,True,False,True,True,True,True,Нет данных,True,"Если есть некорректные символы, то ошибка некорректных символов, дальше не проверяем

"
642,False,True,False,True,True,True,True,Недопустимый первый символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
643,False,True,False,True,True,True,True,Недопустимые символы,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
644,False,True,False,True,True,True,True,Есть 2 точки подряд,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
645,False,True,False,True,True,True,True,8+ допустимых символов без букв,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
646,False,True,False,True,True,True,True,Недопустимый последний символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
647,False,True,False,True,True,True,True,Недопустимое количество символов,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
648,False,True,False,True,True,True,False,Успех,True,"Если все проверки успешны, то всегда успех. Если не все, то всегда ошибка

"
649,False,True,False,True,True,True,False,Нет данных,True,"Если есть некорректные символы, то ошибка некорректных символов, дальше не проверяем

"
650,False,True,False,True,True,True,False,Недопустимый первый символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
651,False,True,False,True,True,True,False,Недопустимые символы,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
652,False,True,False,True,True,True,False,Есть 2 точки подряд,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
653,False,True,False,True,True,True,False,8+ допустимых символов без букв,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
654,False,True,False,True,True,True,False,Недопустимый последний символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
655,False,True,False,True,True,True,False,Недопустимое количество символов,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
656,False,True,False,True,True,False,True,Успех,True,"Если все проверки успешны, то всегда успех. Если не все, то всегда ошибка

"
657,False,True,False,True,True,False,True,Нет данных,True,"Если есть некорректные символы, то ошибка некорректных символов, дальше не проверяем

"
658,False,True,False,True,True,False,True,Недопустимый первый символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
659,False,True,False,True,True,False,True,Недопустимые символы,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
660,False,True,False,True,True,False,True,Есть 2 точки подряд,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
661,False,True,False,True,True,False,True,8+ допустимых символов без букв,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
662,False,True,False,True,True,False,True,Недопустимый последний символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
663,False,True,False,True,True,False,True,Недопустимое количество символов,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
664,False,True,False,True,True,False,False,Успех,True,"Если все проверки успешны, то всегда успех. Если не все, то всегда ошибка

"
665,False,True,False,True,True,False,False,Нет данных,True,"Если есть некорректные символы, то ошибка некорректных символов, дальше не проверяем

"
666,False,True,False,True,True,False,False,Недопустимый первый символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
667,False,True,False,True,True,False,False,Недопустимые символы,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
668,False,True,False,True,True,False,False,Есть 2 точки подряд,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
669,False,True,False,True,True,False,False,8+ допустимых символов без букв,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
670,False,True,False,True,True,False,False,Недопустимый последний символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
671,False,True,False,True,True,False,False,Недопустимое количество символов,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
672,False,True,False,True,False,True,True,Успех,True,"Если все проверки успешны, то всегда успех. Если не все, то всегда ошибка

"
673,False,True,False,True,False,True,True,Нет данных,True,"Если есть некорректные символы, то ошибка некорректных символов, дальше не проверяем

"
674,False,True,False,True,False,True,True,Недопустимый первый символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
675,False,True,False,True,False,True,True,Недопустимые символы,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
676,False,True,False,True,False,True,True,Есть 2 точки подряд,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
677,False,True,False,True,False,True,True,8+ допустимых символов без букв,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
678,False,True,False,True,False,True,True,Недопустимый последний символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
679,False,True,False,True,False,True,True,Недопустимое количество символов,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
680,False,True,False,True,False,True,False,Успех,True,"Если все проверки успешны, то всегда успех. Если не все, то всегда ошибка

"
681,False,True,False,True,False,True,False,Нет данных,True,"Если есть некорректные символы, то ошибка некорректных символов, дальше не проверяем

"
682,False,True,False,True,False,True,False,Недопустимый первый символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
683,False,True,False,True,False,True,False,Недопустимые символы,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
684,False,True,False,True,False,True,False,Есть 2 точки подряд,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
685,False,True,False,True,False,True,False,8+ допустимых символов без букв,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
686,False,True,False,True,False,True,False,Недопустимый последний символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
687,False,True,False,True,False,True,False,Недопустимое количество символов,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
688,False,True,False,True,False,False,True,Успех,True,"Если все проверки успешны, то всегда успех. Если не все, то всегда ошибка

"
689,False,True,False,True,False,False,True,Нет данных,True,"Если есть некорректные символы, то ошибка некорректных символов, дальше не проверяем

"
690,False,True,False,True,False,False,True,Недопустимый первый символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
691,False,True,False,True,False,False,True,Недопустимые символы,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
692,False,True,False,True,False,False,True,Есть 2 точки подряд,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
693,False,True,False,True,False,False,True,8+ допустимых символов без букв,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
694,False,True,False,True,False,False,True,Недопустимый последний символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
695,False,True,False,True,False,False,True,Недопустимое количество символов,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
696,False,True,False,True,False,False,False,Успех,True,"Если все проверки успешны, то всегда успех. Если не все, то всегда ошибка

"
697,False,True,False,True,False,False,False,Нет данных,True,"Если есть некорректные символы, то ошибка некорректных символов, дальше не проверяем

"
698,False,True,False,True,False,False,False,Недопустимый первый символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
699,False,True,False,True,False,False,False,Недопустимые символы,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
700,False,True,False,True,False,False,False,Есть 2 точки подряд,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
701,False,True,False,True,False,False,False,8+ допустимых символов без букв,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
702,False,True,False,True,False,False,False,Недопустимый последний символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
703,False,True,False,True,False,False,False,Недопустимое количество символов,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
704,False,True,False,False,True,True,True,Успех,True,"Если все проверки успешны, то всегда успех. Если не все, то всегда ошибка

"
705,False,True,False,False,True,True,True,Нет данных,True,"Если есть некорректные символы, то ошибка некорректных символов, дальше не проверяем

"
706,False,True,False,False,True,True,True,Недопустимый первый символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
707,False,True,False,False,True,True,True,Недопустимые символы,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
708,False,True,False,False,True,True,True,Есть 2 точки подряд,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
709,False,True,False,False,True,True,True,8+ допустимых символов без букв,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
710,False,True,False,False,True,True,True,Недопустимый последний символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
711,False,True,False,False,True,True,True,Недопустимое количество символов,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
712,False,True,False,False,True,True,False,Успех,True,"Если все проверки успешны, то всегда успех. Если не все, то всегда ошибка

"
713,False,True,False,False,True,True,False,Нет данных,True,"Если есть некорректные символы, то ошибка некорректных символов, дальше не проверяем

"
714,False,True,False,False,True,True,False,Недопустимый первый символ,True,"Если нет данных, то всегда ошибка данных, дальше не проверяем

"
